Sr No,Date dd/mm/yyyy,Year,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,Investment Type,Amount (in '000)
1790,4/19/2016,2016,CollegeDekho,Consumer Internet,College & Student information platform,New Delhi,Man Capital,Private Equity,2000000
1791,4/19/2016,2016,OYOfit,Consumer Internet,Fitness Services Aggregator platform,Bangalore,RN Agarwal,Seed Round,Undisclosed
1792,4/19/2016,2016,Oliveboard,Consumer Internet,Online exam practice & preparation platform,Bangalore,India Educational Investment Fund,Private Equity,Undisclosed
1793,4/19/2016,2016,Simplilearn,Consumer Internet,Online certification platform,Bangalore,Brand Capital,Private Equity,Undisclosed
1794,4/20/2016,2016,1mg,E-commerce,Online Pharmacy,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000
1795,4/20/2016,2016,Fashalot,Consumer Internet,Fashion and Store discovery mobile app,New Delhi,"YourNest Angel Fund, Rajul Garg",Seed Round,Undisclosed
1796,4/20/2016,2016,Broomberg,Consumer Internet,Cleaning Services Provider,New Delhi,Undisclosed Angel investors & HNIs,Seed Round,Undisclosed
1797,4/21/2016,2016,m.paani,Consumer Internet,Loyalty rewards platform,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Round,Undisclosed
1798,4/21/2016,2016,Yufta,E-commerce,hyperlocal fashion retail platform,Jaipur,Ajay Data & undisclosed HNIs,Seed Round,Undisclosed
1799,4/21/2016,2016,mishTag,Consumer Internet,"Style, Fashion Discovery Mobile app",New Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed Round,Undisclosed
1800,4/21/2016,2016,Advanced Structures India,Automotive,Automotive Design and Engineering company,Bangalore,GirnarSoft,Private Equity,Undisclosed
1801,4/22/2016,2016,Licious,E-commerce,Mobile based Meat ordering App,Bangalore,Mayfield India II Management Ltd,Private Equity,3000000
1802,4/22/2016,2016,Knolskae,Consumer Internet,Educational Gamification & Simulation platform,Bangalore,"Inventus Capital Partners, HR Fund",Private Equity,Undisclosed
1803,4/22/2016,2016,Druva,Technology,Converged Backup & Data Protection Solutions for Enterprises,Pune,"NTT Finance, Telephone Corporation",Private Equity,Undisclosed
1804,4/22/2016,2016,TOKO Innovation Studios,Consumer Internet,Children\xe2\x80\x99s Entertainment Games & Products,New Delhi,Indian Angel network,Seed Round,450000
1805,4/25/2016,2016,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Round,200000
1806,4/25/2016,2016,intouchapp,Consumer Internet,Contact Management Mobile App,Pune,Blume Ventures,Seed Round,Undisclosed
1807,4/25/2016,2016,Dropkaffe,Food-Tech,Ready-to-Drink Beverage Producer,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Round,550000
1808,4/26/2016,2016,Transerv,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15000000
1809,4/26/2016,2016,ClearTax,Consumer Internet,Online filing of Tax returns,Bangalore,"Max Levchin, Scott Banister",Private Equity,1300000
1810,4/26/2016,2016,Roposo,E-commerce,Social Fashion ECommerce Discovery platform,Gurgaon,Bertelsmann India Investments,Private Equity,15000000
1811,4/27/2016,2016,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,Gurgaon,EVC Ventures,Seed Round,500000
1813,4/27/2016,2016,RailYatri,Consumer Internet,Train Related Information portal,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,Undisclosed
1814,4/27/2016,2016,ICHR,Consumer Internet,Mobile based Children health Information app,New Delhi,Undisclosed,Seed Round,450000
1815,4/27/2016,2016,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Axilor Ventures,Private Equity,Undisclosed
1816,4/28/2016,2016,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed Round,600000
1817,4/28/2016,2016,DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000
1818,4/29/2016,2016,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed Round,500000
1819,4/29/2016,2016,LetReach,E-commerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,100000
1820,01/03/2016,2016,DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bangalore,Unitus Seed Fund,Seed Round,Undisclosed
1821,01/03/2016,2016,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bangalore,RoundGlass Partners,Private Equity,Undisclosed
1822,01/03/2016,2016,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private Equity,Undisclosed
1823,01/03/2016,2016,IQlect,Technology,Big Data Analytics Platform,Bangalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,Undisclosed
1824,02/03/2016,2016,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,600000
1825,02/03/2016,2016,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Bangalore,"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Round,Undisclosed
1826,02/03/2016,2016,Systemantics,Technology,Industrial robots maker,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,1400000
1827,03/03/2016,2016,Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,Dino Morea,Seed Round,Undisclosed
1828,03/03/2016,2016,Imarticus Learning,Ed-Tech,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000
1829,03/03/2016,2016,Shouut,Consumer Internet,Social Discovery Mobile app,New Delhi,Undisclosed investor,Seed Round,500000
1830,04/03/2016,2016,TinyStep,Consumer Internet,Parenting Social Network Platform,Bangalore,Matt Glickman,Private Equity,Undisclosed
1831,04/03/2016,2016,Aahaa,E-commerce,Office Products Super Store,Chennai,"YourNest Angel Fund,",Private Equity,1000000
1832,04/03/2016,2016,Arcatron Mobility,Technology,Smart wheelchair Design and Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Round,Undisclosed
1833,04/03/2016,2016,FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed Round,150000
1834,04/03/2016,2016,Civilsdaily,Consumer Internet,Civil Services News Aggregator,New Delhi,Manoj Kumar & Other undisclosed investors,Seed Round,Undisclosed
1835,04/03/2016,2016,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Round,100000
1836,04/03/2016,2016,Tarusa World,E-commerce,Handicraft products eTailer,Mumbai,Mohit Gulati,Seed Round,Undisclosed
1837,04/03/2016,2016,medECUBE,Health and wellness,Healthcare related Services provider,Gurgaon,Artiman Ventures,Private Equity,4000000
1838,07/03/2016,2016,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Round,500000
1839,07/03/2016,2016,Ninjacart,E-commerce,B2B marketplace for Farmers & Retailers,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3000000
1840,07/03/2016,2016,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Round,500000
1841,07/03/2016,2016,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services platform,New Delhi,Unicorn Ventures,Seed Round,250000
1842,07/03/2016,2016,Wooplr,E-commerce,Curated Fashion ECommerce portal,Bangalore,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Round,Undisclosed
1843,07/03/2016,2016,Medidaili,Consumer Internet,Medical Support service platform,Bangalore,Undisclosed private investors,Seed Round,100000
1844,08/03/2016,2016,Finomena,Technology,Credit Worthiness Big Data Analytics,New Delhi,Matrix Partners India,Private Equity,Undisclosed
1845,08/03/2016,2016,Cookaroo,Consumer Internet,Food Delivery Platform,Bangalore,Vijay Krishna Yadav,Seed Round,Undisclosed
1846,08/03/2016,2016,vPhrase Analytics,Technology,AI based data analytics platform,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Round,Undisclosed
1847,08/03/2016,2016,LoveCycles,Consumer Internet,Women\\xe2\\x80\\x99s health Tracker,Bangalore,Prime Venture Partners,Seed Round,750000
1848,08/03/2016,2016,Kartrocket,E-commerce,ECommerce SAAS platform,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000
1849,08/03/2016,2016,dunzo,Consumer Internet,Daily Task Management App,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed Round,650000
1850,09/03/2016,2016,Indiamart,E-commerce,B2B Marketplace for SMBs,Noida,Amadeus Capital,Private Equity,Undisclosed
1851,09/03/2016,2016,SmartVizX,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Round,500000
1852,09/03/2016,2016,MyGubbi,Real Estate,Interior Design & Home D\\xc3\\xa9cor Solutions,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed Round,2500000
1853,09/03/2016,2016,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed Round,1000000
1854,09/03/2016,2016,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,"Amit Choudhary, Anuj Puri",Seed Round,Undisclosed
1855,09/03/2016,2016,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other angel investors,Seed Round,400000
1856,09/03/2016,2016,Yana,Consumer Internet,Personal AI Transaction Engine App,Gurgaon,"Puneet Gupta,",Seed Round,Undisclosed
1857,10/03/2016,2016,Big Fish Ventures,Food-Tech,premium dining lounges Chain,New Delhi,Undisclosed investors,Private Equity,11100000
1858,10/03/2016,2016,Stylflip,E-commerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Round,Undisclosed
1859,10/03/2016,2016,Icertis,Technology,Contract Management Software Solutions platform,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000
1860,10/03/2016,2016,Supplified,E-commerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Round,1000000
1861,11/03/2016,2016,JollyFoodFellow,Technology,Food Related Marketing & Branding platform,Ahemadabad,Janak Parikh,Seed Round,Undisclosed
1862,3/14/2016,2016,PinkBlue,E-commerce,Medical Supplies eTailer,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Round,223608
1863,3/14/2016,2016,TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private Equity,14900000
1864,3/14/2016,2016,eSwasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahemadabad,Hemang Sahani,Seed Round,Undisclosed
1865,3/15/2016,2016,FlipClass,Consumer Internet,Tutor Search Platform,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,1000000
1866,3/15/2016,2016,Proximit,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Round,150000
1867,3/15/2016,2016,WithMe,Consumer Internet,Personalized Fashion App,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Round,250000
1868,3/16/2016,2016,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Round,180000
1869,3/16/2016,2016,Avagmah,Consumer Internet,Online Education Portal,Bangalore,"Kris Gopalakrishnan, Atul Nishar",Seed Round,Undisclosed
1870,3/16/2016,2016,WorkIndia,Consumer Internet,Online Job Board,Mumbai,Beenext,Seed Round,Undisclosed
1871,3/16/2016,2016,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Round,250000
1872,3/17/2016,2016,Pramati,Health and wellness,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Round,200000
1873,3/17/2016,2016,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Swastika Company Ltd,Seed Round,230000
1874,3/17/2016,2016,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Round,800000
1875,3/17/2016,2016,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Round,108000
1876,3/18/2016,2016,Hello Curry,Food-Tech,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,1500000
1877,3/19/2016,2016,goSporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed Round,30000
1878,3/21/2016,2016,OneClickWash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Gurgaon,Unitus Seed Fund,Seed Round,Undisclosed
1879,3/21/2016,2016,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,Google Capital,Private Equity,Undisclosed
1880,3/21/2016,2016,Room On Call,Consumer Internet,Budget hotel aggregator,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,2000000
1881,3/22/2016,2016,Byju\\xe2\\x80\\x99s,Consumer Internet,Educational Video Content Creator,Bangalore,"Sequoia India, Sofina",Private Equity,75000000
1882,3/22/2016,2016,BigBasket,E-commerce,Online Grocery Shop,Bangalore,Abraaj Group,Private Equity,150000000
1883,3/22/2016,2016,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Round,600000
1884,3/22/2016,2016,Smartron,Technology,Internet of Things Device manufacturer,Bangalore,Sachin Tendulkar,Private Equity,Undisclosed
1885,3/22/2016,2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Round,Undisclosed
1886,3/22/2016,2016,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Round,360000
1887,3/22/2016,2016,CityShor,Consumer Internet,online lifestyle media recommendation portal,Ahemadabad,GAIN,Seed Round,Undisclosed
1888,3/23/2016,2016,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Round,100000
1889,3/23/2016,2016,SP Robotics,Technology,Robotic Classes for Students,Chennai,"Indian Angel Network,",Seed Round,300000
1890,3/23/2016,2016,StalkBuyLove,E-commerce,Fashion eTailer,New Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed Round,Undisclosed
1891,3/23/2016,2016,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,330000
1893,3/23/2016,2016,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bangalore,Broadbean Capital services,Private Equity,500000
1894,3/24/2016,2016,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Round,150000
1895,3/28/2016,2016,Schoolkart,E-commerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed Round,300000
1896,3/29/2016,2016,HealthEminds,Consumer Internet,Online mental healthcare,Bangalore,Robin Utthappa,Seed Round,Undisclosed
1897,3/29/2016,2016,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Round,300000
1898,3/29/2016,2016,Veritas Finance,Fin-Tech,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,4700000
1899,3/29/2016,2016,QikShip,Consumer Internet,Mobile based Logistics provider,New Delhi,undisclosed investors,Seed Round,200000
1900,3/29/2016,2016,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Round,500000
1901,3/30/2016,2016,True Balance,Technology,Mobile Balance Check App,Gurgaon,SoftBank Ventures Korea,Private Equity,Undisclosed
1902,3/30/2016,2016,Touchkin,Health and wellness,Predictive Healthcare platform,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Round,400000
1903,3/31/2016,2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed Round,Undisclosed
1904,3/31/2016,2016,Transcell,Health and wellness,Family Stem Cell Banking Services,Hyderabad,Indian Angel Network,Seed Round,Undisclosed
1905,01/02/2016,2016,Blue Tokai Coffee,E-commerce,Specialty Coffee Etailer,New Delhi,Snow Leopard Technology Ventures,Seed Round,Undisclosed
1906,02/02/2016,2016,Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,4000000
1907,02/02/2016,2016,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bangalore,"T V Mohandas Pai,\\xc2\\xa0 Aarin Capital",Seed Round,Undisclosed
1908,02/02/2016,2016,Strike,Consumer Internet,Mobile Email productivity tool,Bangalore,Multiple investors through Ten Minute Million competition,Seed Round,22500
1909,02/02/2016,2016,MaaxMarket,Consumer Internet,Marketing Automation platform,N/A,Multiple investors through Ten Minute Million competition,Seed Round,22500
1910,02/02/2016,2016,Gamooz,Technology,Augmented Reality Solutions,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Round,22500
1911,02/02/2016,2016,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Round,22500
1912,03/02/2016,2016,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Round,1000000
1913,03/02/2016,2016,RoadGods,E-commerce,Auto Spare Parts eTailer,New Delhi,Green House Ventures (GHV),Seed Round,100000
1914,03/02/2016,2016,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed Round,100000
1915,03/02/2016,2016,Woodpie,Consumer Internet,Book Recommendation Service,Bangalore,Ingram Content Group,Seed Round,30000
1916,04/02/2016,2016,Perfumery,E-commerce,Fragrances & Perfume eTailer,New Delhi,Oranda Global & Others,Seed Round,30000
1917,05/02/2016,2016,Magic Crate,Ed-Tech,Children Education Platform,Bangalore,"TV Mohandas Pai, Aarin Capital",Seed Round,Undisclosed
1918,05/02/2016,2016,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,13500000
1919,05/02/2016,2016,Smartcooky,E-commerce,Marketplace for Health Foods,New Delhi,"Vandana Luthra,",Private Equity,Undisclosed
1920,05/02/2016,2016,Turtlemint,Consumer Internet,online personalized insurance platform,Mumbai,Nexus Venture Partners,Private Equity,Undisclosed
1921,05/02/2016,2016,BHIVE,Real Estate,Workspace Rentals,Bangalore,"Raghunandan G, Venturesity, Arihant Patni",Seed Round,Undisclosed
1922,05/02/2016,2016,Gingercrush,E-commerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000
1923,05/02/2016,2016,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed Round,81000
1924,05/02/2016,2016,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed investors,Seed Round,52000
1925,06/02/2016,2016,Heads Up For Tails,E-commerce,Pet Products eTailer,New Delhi,Undisclosed investors,Seed Round,1000000
1926,06/02/2016,2016,LiveNutriFit,Health and wellness,Weight loss & Healthcare Info portal,New Delhi,"Mohit Goel, Vinod Jain & Others",Seed Round,Undisclosed
1927,08/02/2016,2016,Moglix,E-commerce,Industrial & Home Products Marketplace,New Delhi,Ratan Tata,Private Equity,Undisclosed
1928,08/02/2016,2016,iStyleYou,Consumer Internet,Personal Fashion Stylist App,Gurgaon,Green House Ventures (GHV),Seed Round,100000
1929,08/02/2016,2016,AdUrCup,Consumer Internet,Ad Network,New Delhi,Green House Ventures (GHV),Seed Round,100000
1930,08/02/2016,2016,Weddingz,Consumer Internet,online marketplace for wedding venues and vendors,Mumbai,Sixth Sense Ventures,Private Equity,Undisclosed
1931,08/02/2016,2016,Urban Dhobi,Consumer Internet,On Demand Laundry Services,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed Round,Undisclosed
1932,08/02/2016,2016,Gray Routes,Consumer Internet,Last mile logistics solutions,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed Round,Undisclosed
1933,08/02/2016,2016,Xpressbees,E-commerce,ECommerce Logistics solutions,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12500000
1934,08/02/2016,2016,Invictus Oncology,Health and wellness,Cancer therapeutic Info & Solutions,New Delhi,Ratan Tata,Private Equity,Undisclosed
1935,08/02/2016,2016,Hansel.io,Technology,Mobile App Tech Solutions,Bangalore,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed Round,Undisclosed
1936,09/02/2016,2016,Inc42,Consumer Internet,Startup Focused Media News Portal,New Delhi,"India Ventures, Aarin Capital & Others",Seed Round,Undisclosed
1937,09/02/2016,2016,GOQii,Technology,Personalized fitness coaching & Fitness band,Mumbai,Edelweiss Financial Services,Private Equity,Undisclosed
1938,10/02/2016,2016,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Round,200000
1939,10/02/2016,2016,GlamStudios,Consumer Internet,Online Salon Aggregator,Noida,Aqeel Ahmed,Seed Round,Undisclosed
1940,10/02/2016,2016,Affimity,Consumer Internet,Social Networking platform,Bangalore,undisclosed investors,Seed Round,1200000
1941,10/02/2016,2016,Anandakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Round,150000
1942,10/02/2016,2016,JoulestoWatts,Technology,IT services & Talent collaboration services startup,Bangalore,Manipal Global Education Services,Seed Round,Undisclosed
1943,10/02/2016,2016,Shopkirana,Consumer Internet,Retailer Supply Chain platform,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Round,Undisclosed
1944,10/02/2016,2016,Stylofie,Consumer Internet,Online Beauty Parlour search & discovery Platform,Gurgaon,Jaideep Mehta,Seed Round,Undisclosed
1945,10/02/2016,2016,OyBob,E-commerce,Hyperlocal Products & Services marketplace,Gurgaon,Sachin Dalal,Seed Round,Undisclosed
1946,12/02/2016,2016,ActOnMagic,Technology,Cloud Analytics and Management Products,Bangalore,Jayabalan Subramanian,Seed Round,125000
1947,12/02/2016,2016,Bonhomia,Food-Tech,premium Tea and Coffee,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Round,1000000
1948,12/02/2016,2016,iGrenEnergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Round,1000000
1949,12/02/2016,2016,RKSV,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,4000000
1950,2/15/2016,2016,Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private Equity,5000000
1951,2/15/2016,2016,Snapdeal,E-commerce,Horizontal Online Marketplace,New Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private Equity,200000000
1952,2/15/2016,2016,Jugnoo,Consumer Internet,Transportation & On-demand delivery aggregator,Chandigarh,Saumya Tandon,Private Equity,Undisclosed
1953,2/15/2016,2016,Snapbizz,Technology,Connectivity platform for local grocery stores,Bangalore,Ratan Tata,Private Equity,Undisclosed
1954,2/15/2016,2016,GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurgaon,Mukesh Kumar Gupta,Seed Round,50000
1955,2/15/2016,2016,RentSher,Consumer Internet,Online Household Product Rental platform,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Round,300000
1956,2/15/2016,2016,Buddy,Fin-Tech,Micro Lending Platform for eCommerce purchases,Bangalore,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",Seed Round,500000
1957,2/15/2016,2016,Legistify,Consumer Internet,Online Legal services platform,New Delhi,Ranjit Singh,Seed Round,Undisclosed
1958,2/16/2016,2016,TableHero,Consumer Internet,Dynamic Restaurant Website creator,Bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Round,1000000
1959,2/16/2016,2016,BetterPlace,Technology,Data analytics based Verification services Platform,Bangalore,Unitus Seed Fund,Seed Round,970000
1960,2/16/2016,2016,Salebhai,E-commerce,"Sweets, Eatables, Handicrafts Online Marketplace",Ahemadabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",Seed Round,Undisclosed
1961,2/16/2016,2016,icustommadeit,E-commerce,Professional Custom creators Marketplace,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,4000000
1962,2/16/2016,2016,Tring,Consumer Internet,Instant Messaging App,Pune,Vishwadeep Bajaj & Others,Seed Round,Undisclosed
1963,2/16/2016,2016,Medinfi,Consumer Internet,Doctor & Clinics Discovery platform,Bangalore,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",Seed Round,Undisclosed
1964,2/17/2016,2016,Timemytask,Consumer Internet,On-Demand home cleaning services,Mumbai,Lead Angels,Seed Round,Undisclosed
1965,2/17/2016,2016,GameZop,Technology,Mobile Gaming Platform,New Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Round,350000
1966,2/17/2016,2016,Notary Mama,Consumer Internet,On-demand Legal documentation and registration service,Bangalore,"Dr Nandish Domlur, Amit Sandill",Seed Round,Undisclosed
1967,2/17/2016,2016,The Viral Fever,Consumer Internet,Independent Online Video production company,Mumbai,Tiger Global,Private Equity,10000000
1968,2/17/2016,2016,Avanti Learning,Ed-Tech,Private Coaching Classes,New Delhi,Michael & Susan Dell Foundation,Private Equity,5000000
1969,2/17/2016,2016,Bollant Industries,Technology,Eco-friendly consumer & packaging products,Hyderabad,Ratan Tata,Private Equity,Undisclosed
1970,2/18/2016,2016,GetVee,Consumer Internet,Matrimony & Couples only mobile platform,New Delhi,"Lightspeed Venture Partners, K Ganesh",Private Equity,Undisclosed
1971,2/18/2016,2016,HealthKumbh,Consumer Internet,Health related Information portal,Ahemadabad,Undisclosed investor,Seed Round,73000
1972,2/18/2016,2016,Unlaze,Consumer Internet,Social Networking app for outdoor interests,Gurgaon,"Sujal Shah, Dino Morea",Seed Round,Undisclosed
1973,2/18/2016,2016,Tracxn,Technology,Indian Startup ecosystem trends analyzer & funding platform,Bangalore,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",Private Equity,Undisclosed
