User ID,Subscription Type,Join Year,Join Date,Last Payment Date,Most Watched Genre,Country,Age,Gender,Device,Plan Duration,Monthly Subscription Price,Video quality,Resolution,"Customer Life
(In Month)",Total Sales,"Total Days 
(From last payment to 31st December) "
1306,Premium,2022,2/7/2022,6/5/2023,Drama,France,33,Female,Laptop,6 Month,649,Best,4K+HDR,15,9735,209
1307,Basic,2022,6/7/2022,10/3/2023,Crime,Brazil,34,Female,Tablet,3 Month,199,Good,720p,15,2985,89
1308,Standard,2022,12/7/2022,7/6/2023,Comedy,Mexico,39,Male,Tablet,6 Month,499,Better,1080p,6,2994,178
1312,Basic,2022,6/8/2022,12/6/2023,Horror,Spain,31,Female,Laptop,1 Month,199,Good,720p,17,3383,25
1313,Standard,2022,9/8/2022,10/2/2023,Thriller,United States,39,Male,Smart TV,3 Month,499,Better,1080p,12,5988,90
1317,Basic,2022,2/9/2022,12/3/2023,Thriller,Canada,31,Male,Tablet,1 Month,199,Good,720p,21,4179,28
1318,Standard,2022,4/9/2022,7/5/2023,Mystery,United Kingdom,42,Male,Smartphone,6 Month,499,Better,1080p,14,6986,179
1319,Standard,2022,6/9/2022,6/3/2023,Horror,Australia,35,Male,Smartphone,6 Month,499,Better,1080p,11,5489,211
1324,Premium,2022,2/10/2022,11/4/2023,Romance,Spain,48,Female,Smart TV,1 Month,649,Best,4K+HDR,20,12980,57
1325,Basic,2022,3/10/2022,10/4/2023,Adventure,Italy,34,Male,Smartphone,3 Month,199,Good,720p,18,3582,88
1326,Premium,2022,5/10/2022,9/5/2023,Science Fiction,Spain,48,Male,Smartphone,3 Month,649,Best,4K+HDR,15,9735,117
1327,Basic,2022,7/10/2022,6/2/2023,Mystery,Spain,48,Male,Laptop,6 Month,199,Good,720p,10,1990,212
1328,Standard,2022,9/10/2022,11/4/2023,Romance,United States,35,Female,Tablet,1 Month,499,Better,1080p,13,6487,57
1329,Standard,2022,11/10/2022,11/4/2023,Historical Fiction,Canada,29,Male,Laptop,1 Month,499,Better,1080p,11,5489,57
1338,Standard,2022,3/11/2022,9/4/2023,Adventure,Mexico,45,Female,Laptop,3 Month,499,Better,1080p,17,8483,118
1339,Standard,2022,4/11/2022,11/5/2023,Action,Spain,30,Male,Laptop,1 Month,499,Better,1080p,18,8982,56
1340,Basic,2022,5/11/2022,12/6/2023,Drama,Italy,40,Female,Smartphone,1 Month,199,Good,720p,18,3582,25
1341,Premium,2022,6/11/2022,9/4/2023,Drama,Spain,44,Female,Smart TV,3 Month,649,Best,4K+HDR,14,9086,118
1342,Basic,2022,1/11/2022,11/5/2023,Self-Help,Spain,36,Female,Laptop,1 Month,199,Good,720p,21,4179,56
1343,Standard,2022,1/11/2022,12/5/2023,Non-Fiction,United States,36,Male,Tablet,1 Month,499,Better,1080p,22,10978,26
1349,Premium,2022,3/9/2022,11/3/2023,Thriller,Australia,28,Male,Laptop,1 Month,649,Best,4K+HDR,19,12331,58
1354,Standard,2022,12/8/2022,12/4/2023,Adventure,Spain,29,Male,Tablet,1 Month,499,Better,1080p,11,5489,27
1357,Standard,2022,12/7/2022,11/2/2023,Horror,Spain,51,Male,Smart TV,1 Month,499,Better,1080p,10,4990,59
1358,Basic,2022,9/7/2022,11/4/2023,Action,United States,44,Male,Tablet,1 Month,199,Good,720p,13,2587,57
1359,Standard,2022,9/7/2022,12/5/2023,Historical Fiction,Canada,35,Male,Laptop,1 Month,499,Better,1080p,14,6986,26
1360,Premium,2022,10/7/2022,9/4/2023,Biography,United States,39,Male,Smart TV,3 Month,649,Best,4K+HDR,10,6490,118
1361,Basic,2022,2/7/2022,6/2/2023,Non-Fiction,United States,41,Female,Laptop,6 Month,199,Good,720p,15,2985,212
1362,Premium,2022,2/7/2022,6/4/2023,Historical Fiction,Canada,44,Female,Laptop,6 Month,649,Best,4K+HDR,15,9735,210
1363,Standard,2022,1/7/2022,12/5/2023,Adventure,United Kingdom,29,Male,Laptop,1 Month,499,Better,1080p,22,10978,26
1364,Basic,2022,1/7/2022,6/4/2023,Crime,Australia,47,Male,Tablet,6 Month,199,Good,720p,16,3184,210
1376,Premium,2022,3/7/2022,10/5/2023,Crime,United States,29,Male,Tablet,3 Month,649,Best,4K+HDR,18,11682,87
1377,Basic,2022,9/7/2022,7/4/2023,Action,Canada,31,Male,Smart TV,6 Month,199,Good,720p,9,1791,180
1408,Standard,2022,3/11/2022,6/4/2023,Adventure,United Kingdom,40,Female,Smart TV,6 Month,499,Better,1080p,14,6986,210
1409,Premium,2022,5/11/2022,7/6/2023,Comedy,Australia,38,Male,Tablet,6 Month,649,Best,4K+HDR,13,8437,178
1410,Basic,2022,6/11/2022,6/6/2023,Thriller,Germany,31,Female,Tablet,6 Month,199,Good,720p,11,2189,208
1411,Premium,2022,1/11/2022,10/4/2023,Drama,France,33,Female,Smart TV,3 Month,649,Best,4K+HDR,20,12980,88
1412,Basic,2022,2/11/2022,10/5/2023,Mystery,Brazil,27,Male,Laptop,3 Month,199,Good,720p,19,3781,87
1413,Standard,2022,2/11/2022,7/5/2023,Adventure,Mexico,47,Male,Smartphone,6 Month,499,Better,1080p,16,7984,179
1414,Standard,2022,1/11/2022,9/6/2023,Thriller,Spain,41,Male,Tablet,3 Month,499,Better,1080p,19,9481,116
1428,Standard,2022,12/7/2022,11/5/2023,Historical Fiction,Mexico,40,Male,Smart TV,1 Month,499,Better,1080p,10,4990,56
1429,Standard,2022,12/7/2022,7/6/2023,Comedy,Spain,48,Male,Laptop,6 Month,499,Better,1080p,6,2994,178
1430,Basic,2022,9/7/2022,9/5/2023,Mystery,Italy,43,Female,Smart TV,3 Month,199,Good,720p,11,2189,117
1431,Premium,2022,5/7/2022,7/2/2023,Non-Fiction,Spain,46,Male,Laptop,6 Month,649,Best,4K+HDR,13,8437,182
1432,Standard,2022,5/7/2022,12/5/2023,Mystery,Spain,43,Male,Smartphone,1 Month,499,Better,1080p,18,8982,26
1433,Basic,2022,3/7/2022,7/5/2023,Horror,United States,30,Female,Tablet,6 Month,199,Good,720p,15,2985,179
1434,Standard,2022,1/7/2022,12/4/2023,Science Fiction,Canada,51,Female,Laptop,1 Month,499,Better,1080p,22,10978,27
1477,Basic,2022,3/11/2022,6/5/2023,Romance,Spain,42,Male,Smart TV,6 Month,199,Good,720p,14,2786,209
1478,Standard,2022,5/11/2022,7/6/2023,Self-Help,United States,47,Female,Smart TV,6 Month,499,Better,1080p,13,6487,178
1479,Standard,2022,6/11/2022,7/6/2023,Biography,Canada,29,Female,Smart TV,6 Month,499,Better,1080p,12,5988,178
1480,Basic,2022,3/11/2022,12/7/2023,Adventure,United States,49,Female,Laptop,1 Month,199,Good,720p,20,3980,24
1481,Premium,2022,3/11/2022,6/4/2023,Historical Fiction,United States,41,Female,Laptop,6 Month,649,Best,4K+HDR,14,9086,210
1482,Basic,2022,4/11/2022,6/5/2023,Crime,Canada,45,Male,Smartphone,6 Month,199,Good,720p,13,2587,209
1483,Standard,2022,2/11/2022,9/6/2023,Thriller,United Kingdom,49,Male,Smart TV,3 Month,499,Better,1080p,18,8982,116
1487,Basic,2022,3/10/2022,12/5/2023,Science Fiction,Brazil,29,Male,Smartphone,1 Month,199,Good,720p,20,3980,26
1491,Premium,2022,11/9/2022,9/5/2023,Fantasy,Spain,42,Female,Laptop,3 Month,649,Best,4K+HDR,9,5841,117
1492,Basic,2022,9/9/2022,7/5/2023,Non-Fiction,Spain,48,Female,Laptop,6 Month,199,Good,720p,9,1791,179
1493,Standard,2022,12/8/2022,6/3/2023,Mystery,United States,37,Female,Laptop,6 Month,499,Better,1080p,5,2495,211
1494,Premium,2022,4/8/2022,12/6/2023,Horror,Canada,51,Female,Smartphone,1 Month,649,Best,4K+HDR,19,12331,25
1495,Basic,2022,4/8/2022,10/6/2023,Thriller,United States,29,Female,Tablet,3 Month,199,Good,720p,17,3383,86
1500,Basic,2022,11/7/2022,10/5/2023,Autobiography,Germany,38,Female,Tablet,3 Month,199,Good,720p,10,1990,87
1501,Basic,2022,12/7/2022,9/3/2023,Comedy,France,36,Male,Smart TV,3 Month,199,Good,720p,8,1592,119
1502,Premium,2022,11/7/2022,12/5/2023,Science Fiction,Brazil,40,Female,Laptop,1 Month,649,Best,4K+HDR,12,7788,26
1503,Standard,2022,2/7/2022,6/5/2023,Science Fiction,Mexico,29,Male,Laptop,6 Month,499,Better,1080p,15,7485,209
1572,Basic,2022,11/7/2022,7/6/2023,Non-Fiction,Canada,39,Male,Laptop,6 Month,199,Good,720p,7,1393,178
1573,Standard,2022,7/7/2022,7/5/2023,Horror,United Kingdom,43,Male,Smart TV,6 Month,499,Better,1080p,11,5489,179
1574,Premium,2022,7/7/2022,10/6/2023,Thriller,Australia,36,Male,Smart TV,3 Month,649,Best,4K+HDR,14,9086,86
1575,Basic,2022,8/7/2022,10/5/2023,Comedy,Germany,49,Female,Laptop,3 Month,199,Good,720p,13,2587,87
1576,Basic,2022,6/7/2022,12/8/2023,Drama,France,29,Female,Smartphone,1 Month,199,Good,720p,18,3582,23
1577,Premium,2022,3/7/2022,7/4/2023,Adventure,Brazil,45,Male,Tablet,6 Month,649,Best,4K+HDR,15,9735,180
1584,Standard,2022,2/7/2022,9/7/2023,Thriller,Canada,51,Male,Tablet,3 Month,499,Better,1080p,19,9481,115
1585,Premium,2022,5/7/2022,12/5/2023,Science Fiction,United States,42,Male,Laptop,1 Month,649,Best,4K+HDR,18,11682,26
1586,Basic,2022,11/7/2022,11/7/2023,Mystery,United States,34,Female,Tablet,1 Month,199,Good,720p,12,2388,54
1590,Standard,2022,5/8/2022,12/8/2023,Historical Fiction,Germany,49,Female,Smart TV,1 Month,499,Better,1080p,19,9481,23
1591,Premium,2022,9/8/2022,10/5/2023,Horror,France,35,Female,Laptop,3 Month,649,Best,4K+HDR,12,7788,87
1597,Basic,2022,6/9/2022,11/6/2023,Autobiography,Spain,37,Male,Smart TV,1 Month,199,Good,720p,16,3184,55
1598,Standard,2022,8/9/2022,9/7/2023,Autobiography,United States,48,Male,Laptop,3 Month,499,Better,1080p,12,5988,115
1605,Basic,2022,3/10/2022,11/5/2023,Historical Fiction,Germany,39,Male,Laptop,1 Month,199,Good,720p,19,3781,56
1606,Premium,2022,8/10/2022,6/7/2023,Self-Help,France,35,Female,Smartphone,6 Month,649,Best,4K+HDR,9,5841,207
1607,Basic,2022,9/10/2022,12/7/2023,Historical Fiction,Brazil,41,Female,Smartphone,1 Month,199,Good,720p,14,2786,24
1608,Standard,2022,12/10/2022,6/8/2023,Autobiography,Mexico,32,Female,Smart TV,6 Month,499,Better,1080p,5,2495,206
1616,Premium,2022,1/11/2022,10/8/2023,Comedy,United States,48,Male,Laptop,3 Month,649,Best,4K+HDR,20,12980,84
1617,Basic,2022,4/11/2022,12/5/2023,Self-Help,Canada,50,Male,Tablet,1 Month,199,Good,720p,19,3781,26
1618,Standard,2022,5/11/2022,11/6/2023,Historical Fiction,United Kingdom,27,Male,Smart TV,1 Month,499,Better,1080p,17,8483,55
1619,Standard,2022,4/11/2022,12/7/2023,Comedy,Australia,51,Female,Laptop,1 Month,499,Better,1080p,19,9481,24
1620,Basic,2022,5/11/2022,9/7/2023,Crime,Germany,38,Male,Smartphone,3 Month,199,Good,720p,15,2985,115
1621,Premium,2022,4/11/2022,11/5/2023,Horror,France,39,Male,Laptop,1 Month,649,Best,4K+HDR,18,11682,56
1622,Basic,2022,5/11/2022,12/5/2023,Self-Help,Brazil,45,Female,Smart TV,1 Month,199,Good,720p,18,3582,26
1623,Standard,2022,3/11/2022,7/6/2023,Historical Fiction,Mexico,29,Male,Laptop,6 Month,499,Better,1080p,15,7485,178
1629,Standard,2022,12/9/2022,11/4/2023,Autobiography,Canada,40,Male,Smart TV,1 Month,499,Better,1080p,10,4990,57
1631,Premium,2022,9/9/2022,6/7/2023,Historical Fiction,United States,44,Male,Laptop,6 Month,649,Best,4K+HDR,8,5192,207
1632,Basic,2022,3/9/2022,9/6/2023,Drama,Canada,27,Female,Laptop,3 Month,199,Good,720p,17,3383,116
1644,Premium,2022,9/7/2022,9/6/2023,Comedy,Canada,28,Male,Smartphone,3 Month,649,Best,4K+HDR,11,7139,116
1645,Basic,2022,7/7/2022,10/5/2023,Thriller,United States,40,Female,Laptop,3 Month,199,Good,720p,14,2786,87
1646,Basic,2022,7/7/2022,9/9/2023,Biography,United States,46,Female,Tablet,3 Month,199,Good,720p,14,2786,113
1647,Basic,2022,6/7/2022,6/5/2023,Romance,Canada,39,Female,Laptop,6 Month,199,Good,720p,11,2189,209
1653,Standard,2022,1/7/2022,6/6/2023,Thriller,Mexico,32,Male,Smartphone,6 Month,499,Better,1080p,16,7984,208
1654,Standard,2022,3/7/2022,11/7/2023,Non-Fiction,Spain,27,Male,Tablet,1 Month,499,Better,1080p,20,9980,54
1655,Basic,2022,4/7/2022,11/6/2023,Drama,Italy,50,Female,Tablet,1 Month,199,Good,720p,18,3582,55
1656,Premium,2022,10/7/2022,11/7/2023,Self-Help,Spain,30,Male,Smartphone,1 Month,649,Best,4K+HDR,13,8437,54
1660,Premium,2022,7/8/2022,6/8/2023,Comedy,United States,44,Male,Tablet,6 Month,649,Best,4K+HDR,11,7139,206
1661,Basic,2022,10/8/2022,12/5/2023,Science Fiction,United States,49,Female,Laptop,1 Month,199,Good,720p,13,2587,26
1667,Basic,2022,5/9/2022,7/6/2023,Romance,Brazil,49,Male,Tablet,6 Month,199,Good,720p,13,2587,178
1668,Standard,2022,8/9/2022,11/8/2023,Science Fiction,Mexico,33,Female,Tablet,1 Month,499,Better,1080p,14,6986,53
1674,Standard,2022,2/10/2022,12/6/2023,Thriller,Canada,38,Male,Smart TV,1 Month,499,Better,1080p,21,10479,25
1675,Basic,2022,8/10/2022,9/5/2023,Horror,United States,42,Female,Laptop,3 Month,199,Good,720p,12,2388,117
1676,Premium,2022,9/10/2022,9/7/2023,Historical Fiction,United States,35,Female,Laptop,3 Month,649,Best,4K+HDR,11,7139,115
1677,Basic,2022,11/10/2022,12/8/2023,Romance,Canada,30,Male,Tablet,1 Month,199,Good,720p,12,2388,23
1686,Premium,2022,1/11/2022,7/8/2023,Self-Help,Spain,40,Male,Laptop,6 Month,649,Best,4K+HDR,17,11033,176
1687,Basic,2022,3/11/2022,11/5/2023,Autobiography,Spain,49,Male,Smartphone,1 Month,199,Good,720p,19,3781,56
1688,Standard,2022,4/11/2022,6/6/2023,Non-Fiction,United States,41,Female,Tablet,6 Month,499,Better,1080p,13,6487,208
1689,Premium,2022,5/11/2022,7/7/2023,Self-Help,Canada,38,Male,Tablet,6 Month,649,Best,4K+HDR,13,8437,177
1690,Basic,2022,5/11/2022,7/7/2023,Autobiography,United States,42,Female,Laptop,6 Month,199,Good,720p,13,2587,177
1691,Premium,2022,5/11/2022,9/5/2023,Comedy,United States,27,Female,Smart TV,3 Month,649,Best,4K+HDR,15,9735,117
1692,Basic,2022,5/11/2022,6/6/2023,Self-Help,Canada,41,Female,Tablet,6 Month,199,Good,720p,12,2388,208
1693,Standard,2022,3/11/2022,10/7/2023,Non-Fiction,United Kingdom,41,Female,Tablet,3 Month,499,Better,1080p,18,8982,85
1697,Basic,2022,6/10/2022,9/7/2023,Adventure,Brazil,47,Female,Tablet,3 Month,199,Good,720p,14,2786,115
1701,Premium,2022,9/9/2022,9/7/2023,Drama,Spain,32,Male,Smart TV,3 Month,649,Best,4K+HDR,11,7139,115
1702,Basic,2022,2/9/2022,12/7/2023,Science Fiction,Spain,43,Male,Smartphone,1 Month,199,Good,720p,21,4179,24
1703,Standard,2022,1/9/2022,6/6/2023,Thriller,United States,48,Male,Smart TV,6 Month,499,Better,1080p,16,7984,208
1715,Basic,2022,12/7/2022,6/6/2023,Comedy,Italy,31,Female,Laptop,6 Month,199,Good,720p,5,995,208
1716,Premium,2022,10/7/2022,10/9/2023,Crime,Spain,32,Male,Smart TV,3 Month,649,Best,4K+HDR,12,7788,83
1717,Basic,2022,8/7/2022,9/7/2023,Action,Spain,46,Female,Smartphone,3 Month,199,Good,720p,13,2587,115
1722,Basic,2022,1/7/2022,6/8/2023,Historical Fiction,Canada,31,Male,Tablet,6 Month,199,Good,720p,17,3383,206
1723,Standard,2022,2/7/2022,7/6/2023,Action,United Kingdom,34,Male,Smart TV,6 Month,499,Better,1080p,16,7984,178
1724,Premium,2022,4/7/2022,11/8/2023,Historical Fiction,Australia,28,Male,Laptop,1 Month,649,Best,4K+HDR,19,12331,53
1725,Basic,2022,8/7/2022,10/7/2023,Non-Fiction,Germany,36,Female,Smartphone,3 Month,199,Good,720p,14,2786,85
1730,Basic,2022,8/8/2022,9/8/2023,Adventure,Italy,28,Female,Smartphone,3 Month,199,Good,720p,13,2587,114
1736,Basic,2022,4/9/2022,10/7/2023,Non-Fiction,United States,29,Female,Smartphone,3 Month,199,Good,720p,17,3383,85
1737,Premium,2022,5/9/2022,11/6/2023,Self-Help,Canada,28,Female,Laptop,1 Month,649,Best,4K+HDR,17,11033,55
1744,Premium,2022,4/10/2022,7/10/2023,Crime,Spain,30,Female,Smart TV,6 Month,649,Best,4K+HDR,15,9735,174
1745,Basic,2022,8/10/2022,7/7/2023,Crime,Italy,45,Male,Tablet,6 Month,199,Good,720p,10,1990,177
1746,Premium,2022,10/10/2022,6/7/2023,Historical Fiction,Spain,28,Male,Smart TV,6 Month,649,Best,4K+HDR,7,4543,207
1747,Basic,2022,12/10/2022,6/8/2023,Thriller,Spain,30,Female,Laptop,6 Month,199,Good,720p,5,995,206
1756,Premium,2022,2/11/2022,11/8/2023,Non-Fiction,France,41,Male,Tablet,1 Month,649,Best,4K+HDR,20,12980,53
1757,Basic,2022,3/11/2022,12/5/2023,Biography,Brazil,43,Male,Laptop,1 Month,199,Good,720p,20,3980,26
1758,Standard,2022,5/11/2022,12/7/2023,Science Fiction,Mexico,35,Male,Laptop,1 Month,499,Better,1080p,18,8982,24
1759,Standard,2022,6/11/2022,9/7/2023,Horror,Spain,51,Male,Smart TV,3 Month,499,Better,1080p,14,6986,115
1760,Basic,2022,6/11/2022,6/7/2023,Thriller,Italy,35,Male,Tablet,6 Month,199,Good,720p,11,2189,207
1761,Premium,2022,7/11/2022,9/5/2023,Comedy,Spain,37,Male,Smart TV,3 Month,649,Best,4K+HDR,13,8437,117
1762,Basic,2022,4/11/2022,7/6/2023,Self-Help,Spain,28,Female,Smartphone,6 Month,199,Good,720p,14,2786,178
1763,Standard,2022,2/11/2022,7/7/2023,Adventure,United States,32,Female,Smartphone,6 Month,499,Better,1080p,16,7984,177
1766,Premium,2022,7/10/2022,7/8/2023,Drama,United States,34,Female,Smart TV,6 Month,649,Best,4K+HDR,11,7139,176
1767,Basic,2022,4/10/2022,6/7/2023,Crime,Canada,30,Female,Tablet,6 Month,199,Good,720p,13,2587,207
1770,Basic,2022,10/9/2022,12/8/2023,Romance,Germany,50,Female,Tablet,1 Month,199,Good,720p,13,2587,23
1771,Premium,2022,9/9/2022,10/8/2023,Self-Help,France,48,Female,Laptop,3 Month,649,Best,4K+HDR,12,7788,84
1772,Basic,2022,9/9/2022,7/8/2023,Biography,Brazil,29,Male,Smart TV,6 Month,199,Good,720p,9,1791,176
1773,Standard,2022,7/9/2022,12/6/2023,Self-Help,Mexico,37,Male,Tablet,1 Month,499,Better,1080p,16,7984,25
1774,Premium,2022,8/9/2022,12/8/2023,Fantasy,Spain,36,Female,Tablet,1 Month,649,Best,4K+HDR,15,9735,23
1776,Premium,2022,6/8/2022,6/8/2023,Mystery,Spain,27,Female,Smart TV,6 Month,649,Best,4K+HDR,12,7788,206
1777,Basic,2022,6/8/2022,11/6/2023,Fantasy,Spain,31,Female,Tablet,1 Month,199,Good,720p,16,3184,55
1787,Basic,2022,7/7/2022,10/7/2023,Self-Help,Brazil,28,Male,Laptop,3 Month,199,Good,720p,15,2985,85
1788,Standard,2022,6/7/2022,7/9/2023,Biography,Mexico,48,Female,Smart TV,6 Month,499,Better,1080p,13,6487,175
1791,Premium,2022,1/7/2022,7/6/2023,Comedy,Spain,45,Male,Laptop,6 Month,649,Best,4K+HDR,17,11033,178
1792,Basic,2022,2/7/2022,9/9/2023,Thriller,Spain,45,Female,Tablet,3 Month,199,Good,720p,19,3781,113
1793,Standard,2022,3/7/2022,9/6/2023,Crime,United States,42,Female,Smart TV,3 Month,499,Better,1080p,17,8483,116
1794,Premium,2022,6/7/2022,12/8/2023,Fantasy,Canada,36,Female,Tablet,1 Month,649,Best,4K+HDR,18,11682,23
1795,Basic,2022,7/7/2022,7/7/2023,Autobiography,United States,32,Male,Smart TV,6 Month,199,Good,720p,12,2388,177
1799,Premium,2022,5/8/2022,7/7/2023,Thriller,Australia,49,Female,Tablet,6 Month,649,Best,4K+HDR,13,8437,177
1800,Basic,2022,12/8/2022,7/9/2023,Romance,Germany,42,Male,Tablet,6 Month,199,Good,720p,7,1393,175
1805,Basic,2022,4/9/2022,9/6/2023,Crime,Italy,50,Female,Smart TV,3 Month,199,Good,720p,16,3184,116
1806,Premium,2022,5/9/2022,12/7/2023,Biography,Spain,49,Female,Laptop,1 Month,649,Best,4K+HDR,18,11682,24
1807,Standard,2022,8/9/2022,7/7/2023,Fantasy,Spain,37,Male,Smartphone,6 Month,499,Better,1080p,10,4990,177
1814,Basic,2022,7/10/2022,6/10/2023,Fantasy,Australia,33,Male,Smartphone,6 Month,199,Good,720p,11,2189,204
1815,Standard,2022,9/10/2022,6/7/2023,Fantasy,Germany,42,Female,Tablet,6 Month,499,Better,1080p,8,3992,207
1816,Premium,2022,12/10/2022,10/7/2023,Non-Fiction,France,51,Female,Laptop,3 Month,649,Best,4K+HDR,9,5841,85
1825,Basic,2022,1/11/2022,12/8/2023,Drama,United States,45,Male,Smart TV,1 Month,199,Good,720p,22,4378,23
1826,Premium,2022,3/11/2022,10/8/2023,Romance,United States,30,Male,Tablet,3 Month,649,Best,4K+HDR,18,11682,84
1827,Basic,2022,4/11/2022,10/6/2023,Thriller,Canada,44,Female,Laptop,3 Month,199,Good,720p,17,3383,86
1828,Standard,2022,5/11/2022,7/7/2023,Horror,United Kingdom,46,Male,Laptop,6 Month,499,Better,1080p,13,6487,177
1829,Premium,2022,6/11/2022,6/8/2023,Crime,Australia,36,Female,Tablet,6 Month,649,Best,4K+HDR,11,7139,206
1830,Basic,2022,7/11/2022,7/8/2023,Romance,Germany,27,Female,Smartphone,6 Month,199,Good,720p,11,2189,176
1831,Premium,2022,5/11/2022,11/5/2023,Science Fiction,France,43,Male,Laptop,1 Month,649,Best,4K+HDR,17,11033,56
1832,Basic,2022,5/11/2022,9/9/2023,Autobiography,Brazil,48,Female,Smartphone,3 Month,199,Good,720p,15,2985,113
1833,Standard,2022,6/11/2022,7/8/2023,Science Fiction,Mexico,36,Female,Smartphone,6 Month,499,Better,1080p,12,5988,176
1834,Standard,2022,3/11/2022,7/7/2023,Romance,Spain,44,Male,Smart TV,6 Month,499,Better,1080p,15,7485,177
1841,Premium,2022,12/9/2022,10/8/2023,Self-Help,United States,35,Female,Tablet,3 Month,649,Best,4K+HDR,9,5841,84
1842,Basic,2022,12/9/2022,6/9/2023,Self-Help,Canada,34,Female,Smartphone,6 Month,199,Good,720p,6,1194,205
1843,Standard,2022,11/9/2022,6/7/2023,Autobiography,United Kingdom,46,Male,Laptop,6 Month,499,Better,1080p,6,2994,207
1844,Standard,2022,11/9/2022,10/8/2023,Mystery,Australia,47,Female,Smart TV,3 Month,499,Better,1080p,10,4990,84
1846,Premium,2022,12/8/2022,9/8/2023,Mystery,France,45,Male,Smartphone,3 Month,649,Best,4K+HDR,9,5841,114
1847,Basic,2022,2/8/2022,6/7/2023,Science Fiction,Brazil,31,Female,Smartphone,6 Month,199,Good,720p,15,2985,207
1848,Standard,2022,1/8/2022,6/10/2023,Biography,Mexico,49,Male,Laptop,6 Month,499,Better,1080p,17,8483,204
1857,Basic,2022,6/7/2022,10/7/2023,Adventure,Canada,44,Female,Smart TV,3 Month,199,Good,720p,16,3184,85
1858,Standard,2022,3/7/2022,6/9/2023,Mystery,United Kingdom,34,Male,Smart TV,6 Month,499,Better,1080p,15,7485,205
1859,Premium,2022,4/7/2022,6/7/2023,Autobiography,Australia,41,Male,Laptop,6 Month,649,Best,4K+HDR,14,9086,207
1860,Basic,2022,3/7/2022,12/9/2023,Historical Fiction,Germany,42,Male,Laptop,1 Month,199,Good,720p,21,4179,22
1861,Premium,2022,3/7/2022,7/7/2023,Science Fiction,France,38,Female,Laptop,6 Month,649,Best,4K+HDR,16,10384,177
1862,Basic,2022,4/7/2022,9/10/2023,Romance,Brazil,31,Female,Tablet,3 Month,199,Good,720p,17,3383,112
1863,Standard,2022,5/7/2022,6/6/2023,Fantasy,Mexico,35,Female,Smartphone,6 Month,499,Better,1080p,12,5988,208
1864,Standard,2022,7/7/2022,6/8/2023,Self-Help,Spain,32,Male,Smartphone,6 Month,499,Better,1080p,11,5489,206
1865,Basic,2022,8/7/2022,10/7/2023,Autobiography,Italy,39,Male,Smartphone,3 Month,199,Good,720p,14,2786,85
1868,Standard,2022,1/8/2022,7/8/2023,Biography,United States,38,Male,Tablet,6 Month,499,Better,1080p,18,8982,176
1869,Premium,2022,11/8/2022,10/8/2023,Biography,Canada,48,Male,Smart TV,3 Month,649,Best,4K+HDR,11,7139,84
1876,Basic,2022,4/9/2022,11/9/2023,Horror,France,29,Male,Tablet,1 Month,199,Good,720p,19,3781,52
1883,Basic,2022,4/10/2022,11/8/2023,Horror,United States,50,Female,Tablet,1 Month,199,Good,720p,18,3582,53
1884,Standard,2022,9/10/2022,10/11/2023,Horror,Canada,33,Female,Tablet,3 Month,499,Better,1080p,13,6487,81
1885,Premium,2022,10/10/2022,11/7/2023,Biography,United States,32,Female,Tablet,1 Month,649,Best,4K+HDR,12,7788,54
1886,Basic,2022,11/10/2022,11/8/2023,Adventure,United States,38,Male,Smart TV,1 Month,199,Good,720p,11,2189,53
1895,Basic,2022,1/11/2022,10/9/2023,Crime,Italy,45,Male,Laptop,3 Month,199,Good,720p,20,3980,83
1896,Premium,2022,2/11/2022,9/9/2023,Drama,Spain,43,Male,Laptop,3 Month,649,Best,4K+HDR,18,11682,113
1897,Basic,2022,4/11/2022,6/6/2023,Mystery,Spain,49,Female,Smartphone,6 Month,199,Good,720p,13,2587,208
1898,Standard,2022,6/11/2022,10/7/2023,Adventure,United States,41,Female,Tablet,3 Month,499,Better,1080p,15,7485,85
1899,Standard,2022,7/11/2022,7/9/2023,Horror,Canada,39,Female,Smartphone,6 Month,499,Better,1080p,11,5489,175
1900,Basic,2022,6/11/2022,11/8/2023,Horror,United States,45,Female,Smartphone,1 Month,199,Good,720p,16,3184,53
1901,Premium,2022,7/11/2022,11/6/2023,Crime,United States,38,Male,Tablet,1 Month,649,Best,4K+HDR,15,9735,55
1902,Basic,2022,7/11/2022,7/10/2023,Action,Canada,30,Male,Smart TV,6 Month,199,Good,720p,11,2189,174
1903,Standard,2022,3/11/2022,11/8/2023,Crime,United Kingdom,27,Female,Smart TV,1 Month,499,Better,1080p,19,9481,53
1904,Premium,2022,3/11/2022,11/8/2023,Historical Fiction,Australia,36,Female,Smartphone,1 Month,649,Best,4K+HDR,19,12331,53
1917,Basic,2022,12/8/2022,9/8/2023,Crime,Canada,32,Female,Tablet,3 Month,199,Good,720p,9,1791,114
1918,Standard,2022,7/8/2022,7/10/2023,Drama,United Kingdom,34,Female,Smartphone,6 Month,499,Better,1080p,12,5988,174
1919,Standard,2022,7/8/2022,6/9/2023,Non-Fiction,Australia,27,Female,Smart TV,6 Month,499,Better,1080p,11,5489,205
1920,Basic,2022,4/8/2022,7/8/2023,Drama,Germany,38,Male,Laptop,6 Month,199,Good,720p,15,2985,176
