ORDERNUMBER,ORDER DATE,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CITY,COUNTRY,DEALSIZE
10252,11/16/2017,36,48.28,6,173808,2510,Shipped,Motorcycles,S32_2206,Paris,France,Small
10264,6/11/2014,20,32.59,4,65180,2476,Shipped,Motorcycles,S32_2206,Boston,USA,Small
10276,6/11/2014,27,36.61,10,98847,2444,Shipped,Motorcycles,S32_2206,Brickhaven,USA,Small
10285,6/11/2014,37,41.03,1,151811,2420,Shipped,Motorcycles,S32_2206,Cambridge,USA,Small
10299,9/5/2016,24,42.24,4,101376,2387,Shipped,Motorcycles,S32_2206,Helsinki,Finland,Small
10310,9/5/2016,36,43.05,17,154980,2372,Shipped,Motorcycles,S32_2206,Koln,Germany,Small
10319,9/5/2016,29,38.22,5,110838,2355,Shipped,Motorcycles,S32_2206,NYC,USA,Small
10331,6/29/2016,28,146.52,3,410256,2342,Shipped,Motorcycles,S32_2206,Philadelphia,USA,Medium
10343,6/29/2016,29,128.04,5,371316,2336,Shipped,Motorcycles,S32_2206,Reims,France,Medium
10355,6/29/2016,38,39.83,10,151354,2324,Shipped,Motorcycles,S32_2206,Madrid,Spain,Small
10364,12/17/2014,48,48.28,1,231744,2295,Shipped,Motorcycles,S32_2206,Marseille,France,Small
10378,4/5/2017,40,82.46,1,329840,2261,Shipped,Motorcycles,S32_2206,Madrid,Spain,Medium
10390,11/26/2017,41,44.56,11,182696,2239,Shipped,Motorcycles,S32_2206,San Rafael,USA,Small
10403,11/29/2014,30,40.23,2,120690,2205,Shipped,Motorcycles,S32_2206,Liverpool,UK,Small
10104,11/26/2015,35,47.62,11,166670,3004,Shipped,Trucks and Buses,S32_2509,Madrid,Spain,Small
10114,7/18/2016,28,55.73,2,156044,2945,Shipped,Trucks and Buses,S32_2509,Paris,France,Small
10127,5/5/2016,45,51.95,13,233775,2883,Shipped,Trucks and Buses,S32_2509,NYC,USA,Small
10141,7/27/2016,24,45.99,7,110376,2825,Shipped,Trucks and Buses,S32_2509,Espoo,Finland,Small
10151,6/24/2014,41,63.85,5,261785,2775,Shipped,Trucks and Buses,S32_2509,Oulu,Finland,Small
10165,6/24/2014,48,45.99,14,220752,2745,Shipped,Trucks and Buses,S32_2509,Singapore,Singapore,Small
10175,10/26/2017,50,63.31,3,316550,2731,Shipped,Trucks and Buses,S32_2509,London,UK,Medium
10184,9/9/2016,33,62.77,8,207141,2724,Shipped,Trucks and Buses,S32_2509,Sevilla,Spain,Small
10195,5/14/2016,32,43.29,8,138528,2714,Shipped,Trucks and Buses,S32_2509,White Plains,USA,Small
10207,1/12/2016,27,60.06,9,162162,2701,Shipped,Trucks and Buses,S32_2509,Boston,USA,Small
10219,3/19/2017,35,55.19,4,193165,2639,Shipped,Trucks and Buses,S32_2509,Brisbane,USA,Small
10229,10/19/2016,23,54.11,3,124453,2611,Shipped,Trucks and Buses,S32_2509,San Rafael,USA,Small
10246,10/19/2016,35,48.7,7,170450,2557,Shipped,Trucks and Buses,S32_2509,Madrid,Spain,Small
10259,10/19/2016,40,43.83,6,175320,2517,Shipped,Trucks and Buses,S32_2509,Singapore,Singapore,Small
10271,10/19/2016,35,47.62,7,166670,2483,Shipped,Trucks and Buses,S32_2509,San Rafael,USA,Small
10281,10/19/2016,31,55.19,3,171089,2454,Shipped,Trucks and Buses,S32_2509,Allentown,USA,Small
10292,1/30/2017,50,46.53,10,232650,2435,Shipped,Trucks and Buses,S32_2509,NYC,USA,Small
10305,1/30/2017,40,57.9,7,231600,2401,Shipped,Trucks and Buses,S32_2509,Cambridge,USA,Small
10313,1/30/2017,38,45.45,1,172710,2393,Shipped,Trucks and Buses,S32_2509,Vancouver,Canada,Small
10325,11/25/2017,38,232.74,3,884412,2380,Shipped,Trucks and Buses,S32_2509,Stavern,Norway,Large
10335,8/3/2014,40,60.6,3,242400,2367,Shipped,Trucks and Buses,S32_2509,San Rafael,USA,Small
10349,8/4/2016,33,46.53,1,153549,2356,Shipped,Trucks and Buses,S32_2509,NYC,USA,Small
10359,8/3/2015,36,176.63,3,635868,2343,Shipped,Trucks and Buses,S32_2509,Reims,France,Medium
10371,10/21/2016,20,66.47,2,132940,2305,Shipped,Trucks and Buses,S32_2509,San Rafael,USA,Small
10383,10/21/2016,32,53.18,5,170176,2276,Shipped,Trucks and Buses,S32_2509,Madrid,Spain,Small
10394,10/21/2016,36,62.77,3,225972,2255,Shipped,Trucks and Buses,S32_2509,Madrid,Spain,Small
10412,10/21/2016,19,48.7,7,92530,2207,Shipped,Trucks and Buses,S32_2509,Madrid,Spain,Small
10425,5/11/2016,11,43.83,6,48213,2180,In Process,Trucks and Buses,S32_2509,Nantes,France,Small
10104,5/11/2016,49,65.87,4,322763,3032,Shipped,Trains,S32_3207,Madrid,Spain,Medium
10116,5/11/2016,27,63.38,1,171126,2963,Shipped,Trains,S32_3207,Charleroi,Belgium,Small
10127,5/11/2016,29,70.84,6,205436,2911,Shipped,Trains,S32_3207,NYC,USA,Small
10142,5/11/2016,42,74.57,16,313194,2846,Shipped,Trains,S32_3207,San Rafael,USA,Medium
10152,5/11/2016,33,50.95,2,168135,2799,Shipped,Trains,S32_3207,South Brisbane,Australia,Small
10165,8/4/2017,44,53.44,7,235136,2773,Shipped,Trains,S32_3207,Singapore,Singapore,Small
10176,7/14/2016,22,64,6,140800,2759,Shipped,Trains,S32_3207,Reggio Emilia,Italy,Small
10184,8/15/2017,48,50.95,1,244560,2752,Shipped,Trains,S32_3207,Sevilla,Spain,Small
10195,8/15/2017,33,54.68,1,180444,2742,Shipped,Trains,S32_3207,White Plains,USA,Small
10207,8/15/2017,45,56.55,2,254475,2729,Shipped,Trains,S32_3207,Boston,USA,Small
10220,6/29/2016,20,52.82,6,105640,2665,Shipped,Trains,S32_3207,Dublin,Ireland,Small
10230,12/17/2016,46,60.9,4,280140,2635,Shipped,Trains,S32_3207,Frankfurt,Germany,Small
10247,12/17/2016,40,49.71,6,198840,2585,Shipped,Trains,S32_3207,Espoo,Finland,Small
10272,12/17/2016,45,64.63,6,290835,2510,Shipped,Trains,S32_3207,Allentown,USA,Small
10282,12/17/2016,36,59.65,9,214740,2480,Shipped,Trains,S32_3207,San Rafael,USA,Small
10292,12/17/2016,31,67.73,3,209963,2462,Shipped,Trains,S32_3207,NYC,USA,Small
10306,12/6/2016,46,50.33,17,231518,2427,Shipped,Trains,S32_3207,Manchester,UK,Small
10314,12/4/2014,35,66.49,9,232715,2420,Shipped,Trains,S32_3207,Aaarhus,Denmark,Small
10325,4/2/2015,28,192.05,2,537740,2407,Shipped,Trains,S32_3207,Stavern,Norway,Medium
10336,4/2/2015,31,84.71,9,262601,2393,Shipped,Trains,S32_3207,Paris,France,Small
10350,6/6/2014,27,163.2,14,440640,2382,Shipped,Trains,S32_3207,Madrid,Spain,Medium
10359,6/6/2014,22,195.51,1,430122,2370,Shipped,Trains,S32_3207,Reims,France,Medium
10371,9/12/2015,30,99.55,11,298650,2332,Shipped,Trains,S32_3207,San Rafael,USA,Small
10383,9/12/2015,44,36.07,8,158708,2303,Shipped,Trains,S32_3207,Madrid,Spain,Small
10394,7/5/2015,30,60.28,4,180840,2282,Shipped,Trains,S32_3207,Madrid,Spain,Small
10413,9/12/2016,24,49.71,6,119304,2232,Shipped,Trains,S32_3207,Bridgewater,USA,Small
10103,7/20/2014,45,75.63,7,340335,3060,Shipped,Trucks and Buses,S32_3522,Stavern,Norway,Medium
10113,7/20/2014,23,68.52,1,157596,3005,Shipped,Trucks and Buses,S32_3522,San Rafael,USA,Small
10126,8/26/2015,26,62.7,7,163020,2943,Shipped,Trucks and Buses,S32_3522,Madrid,Spain,Small
10140,11/16/2014,28,60.76,7,170128,2887,Shipped,Trucks and Buses,S32_3522,Burlingame,USA,Small
10150,11/16/2014,49,58.18,4,285082,2831,Shipped,Trucks and Buses,S32_3522,Singapore,Singapore,Small
10164,11/30/2016,49,54.94,5,269206,2800,Resolved,Trucks and Buses,S32_3522,Graz,Austria,Small
10175,11/25/2017,29,74.98,12,217442,2785,Shipped,Trucks and Buses,S32_3522,London,UK,Small
10183,10/2/2017,49,64.64,4,316736,2779,Shipped,Trucks and Buses,S32_3522,Philadelphia,USA,Medium
10194,10/2/2017,39,54.94,7,214266,2768,Shipped,Trucks and Buses,S32_3522,Lyon,France,Small
10206,10/2/2017,36,58.82,2,211752,2759,Shipped,Trucks and Buses,S32_3522,Vancouver,Canada,Small
10217,10/2/2017,39,62.05,7,241995,2699,Shipped,Trucks and Buses,S32_3522,Singapore,Singapore,Small
10229,9/25/2014,30,73.04,12,219120,2665,Shipped,Trucks and Buses,S32_3522,San Rafael,USA,Small
10245,8/1/2017,44,69.16,5,304304,2612,Shipped,Trucks and Buses,S32_3522,New Haven,USA,Medium
10258,8/1/2017,20,61.41,2,122820,2571,Shipped,Trucks and Buses,S32_3522,Minato-ku,Japan,Small
10270,8/1/2017,21,63.35,5,133035,2538,Shipped,Trucks and Buses,S32_3522,Chatswood,Australia,Small
10281,12/6/2015,36,77.57,12,279252,2508,Shipped,Trucks and Buses,S32_3522,Allentown,USA,Small
10291,12/6/2015,32,71.75,7,229600,2489,Shipped,Trucks and Buses,S32_3522,Boras,Sweden,Small
10304,12/6/2015,36,73.04,2,262944,2457,Shipped,Trucks and Buses,S32_3522,Versailles,France,Small
10313,8/5/2017,34,56.24,10,191216,2447,Shipped,Trucks and Buses,S32_3522,Vancouver,Canada,Small
10324,3/21/2016,48,171.03,4,820944,2434,Shipped,Trucks and Buses,S32_3522,NYC,USA,Large
10348,8/3/2017,31,101.29,5,313999,2439,Shipped,Trucks and Buses,S32_3522,Madrid,Spain,Medium
10358,8/3/2017,36,157.49,2,566964,2401,Shipped,Trucks and Buses,S32_3522,Madrid,Spain,Medium
10370,10/5/2016,25,126.41,3,316025,2361,Shipped,Trucks and Buses,S32_3522,North Sydney,Australia,Medium
10382,4/5/2014,48,141.66,8,679968,2334,Shipped,Trucks and Buses,S32_3522,San Rafael,USA,Medium
10411,4/5/2014,27,69.16,5,186732,2261,Shipped,Trucks and Buses,S32_3522,Montreal,Canada,Small
10424,7/1/2017,44,61.41,2,270204,2232,In Process,Trucks and Buses,S32_3522,Madrid,Spain,Small
10106,7/14/2017,33,72.92,5,240636,3067,Shipped,Vintage Cars,S32_4289,Bergamo,Italy,Small
10120,12/16/2015,29,72.23,11,209467,2997,Shipped,Vintage Cars,S32_4289,Melbourne,Australia,Small
10133,12/10/2017,49,57.1,6,279790,2939,Shipped,Vintage Cars,S32_4289,Madrid,Spain,Small
10144,9/17/2015,20,81.86,1,163720,2893,Shipped,Vintage Cars,S32_4289,Charleroi,Belgium,Small
10168,9/17/2015,31,73.61,12,228191,2818,Shipped,Vintage Cars,S32_4289,Burlingame,USA,Small
10210,7/21/2016,39,59.16,10,230724,2743,Shipped,Vintage Cars,S32_4289,Osaka,Japan,Small
10223,4/26/2017,20,66.04,12,132080,2705,Shipped,Vintage Cars,S32_4289,Melbourne,Australia,Small
10235,11/17/2016,34,77.73,6,264282,2665,Shipped,Vintage Cars,S32_4289,Tsawassen,Canada,Small
10250,11/17/2016,50,61.22,7,306100,2627,Shipped,Vintage Cars,S32_4289,San Jose,USA,Medium
10262,12/1/2016,40,79.11,2,316440,2584,Cancelled,Vintage Cars,S32_4289,Madrid,Spain,Medium
10275,11/25/2017,28,63.97,12,179116,2556,Shipped,Vintage Cars,S32_4289,Nantes,France,Small
10284,11/25/2017,50,81.86,4,409300,2528,Shipped,Vintage Cars,S32_4289,Oslo,Norway,Medium
10297,11/25/2017,28,79.8,7,223440,2503,Shipped,Vintage Cars,S32_4289,Dublin,Ireland,Small
10308,11/25/2017,46,66.04,10,303784,2475,Shipped,Vintage Cars,S32_4289,White Plains,USA,Medium
10316,11/25/2017,24,59.16,2,141984,2459,Shipped,Vintage Cars,S32_4289,Cowes,UK,Small
10328,2/18/2015,24,81.17,5,194808,2449,Shipped,Vintage Cars,S32_4289,Bergamo,Italy,Small
10340,2/18/2015,39,59.16,3,230724,2438,Shipped,Vintage Cars,S32_4289,Barcelona,Spain,Small
10353,2/18/2015,40,44.51,7,178040,2429,Shipped,Vintage Cars,S32_4289,Glendale,USA,Small
10361,2/18/2015,49,72.33,2,354417,2417,Shipped,Vintage Cars,S32_4289,Chatswood,Australia,Medium
10375,2/18/2015,44,82.26,4,361944,2370,Shipped,Vintage Cars,S32_4289,Nantes,France,Medium
10388,4/17/2016,35,111.97,8,391895,2342,Shipped,Vintage Cars,S32_4289,New Bedford,USA,Medium
10398,10/1/2015,22,67.41,4,148302,2316,Shipped,Vintage Cars,S32_4289,Reims,France,Small
10401,10/1/2015,62,77.73,6,481926,2313,On Hold,Vintage Cars,S32_4289,Newark,USA,Medium
10416,9/22/2016,26,61.22,7,159172,2277,Shipped,Vintage Cars,S32_4289,Reggio Emilia,Italy,Small
10108,9/22/2016,31,118.38,16,366978,3077,Shipped,Motorcycles,S32_4485,Makati City,Philippines,Medium
10121,6/19/2017,25,86.74,3,216850,3013,Shipped,Motorcycles,S32_4485,Reims,France,Small
10135,6/19/2017,30,89.8,17,269400,2958,Shipped,Motorcycles,S32_4485,San Rafael,USA,Small
10145,11/10/2015,27,120.42,4,325134,2905,Shipped,Motorcycles,S32_4485,Pasadena,USA,Medium
10169,11/10/2015,34,115.32,12,392088,2835,Shipped,Motorcycles,S32_4485,North Sydney,Australia,Medium
10180,12/18/2015,22,114.3,7,251460,2829,Shipped,Motorcycles,S32_4485,Lille,France,Small
10190,2/9/2017,42,85.72,4,360024,2822,Shipped,Motorcycles,S32_4485,Madrid,Spain,Medium
10211,11/16/2016,37,109.19,12,404003,2766,Shipped,Motorcycles,S32_4485,Paris,France,Medium
10224,11/16/2016,30,111.23,5,333690,2730,Shipped,Motorcycles,S32_4485,Lille,France,Medium
10237,11/16/2016,27,115.32,5,311364,2688,Shipped,Motorcycles,S32_4485,NYC,USA,Medium
10252,10/12/2017,25,113.28,9,283200,2638,Shipped,Motorcycles,S32_4485,Paris,France,Small
10264,9/17/2017,34,97.97,7,333098,2604,Shipped,Motorcycles,S32_4485,Boston,USA,Medium
10276,12/26/2017,38,113.28,13,430464,2572,Shipped,Motorcycles,S32_4485,Brickhaven,USA,Medium
10285,12/26/2017,26,100.01,4,260026,2548,Shipped,Motorcycles,S32_4485,Cambridge,USA,Small
10299,12/7/2017,38,115.32,7,438216,2515,Shipped,Motorcycles,S32_4485,Helsinki,Finland,Medium
10309,9/27/2015,50,84.7,3,423500,2501,Shipped,Motorcycles,S32_4485,Stavern,Norway,Medium
10319,3/11/2015,22,119.4,8,262680,2483,Shipped,Motorcycles,S32_4485,NYC,USA,Small
10331,3/11/2015,32,157.08,4,502656,2470,Shipped,Motorcycles,S32_4485,Philadelphia,USA,Medium
10341,10/8/2014,31,71.02,4,220162,2464,Shipped,Motorcycles,S32_4485,Salzburg,Austria,Small
10355,10/8/2014,40,108.17,5,432680,2452,Shipped,Motorcycles,S32_4485,Madrid,Spain,Medium
10365,7/1/2014,22,155.69,3,342518,2422,Shipped,Motorcycles,S32_4485,New Bedford,USA,Medium
10375,7/1/2014,41,114.68,15,470188,2396,Shipped,Motorcycles,S32_4485,Nantes,France,Medium
10390,7/1/2014,45,48.98,12,220410,2367,Shipped,Motorcycles,S32_4485,San Rafael,USA,Small
10403,11/2/2017,45,115.32,5,518940,2333,Shipped,Motorcycles,S32_4485,Liverpool,UK,Medium
10106,11/2/2017,39,40.15,6,156585,3115,Shipped,Vintage Cars,S50_1341,Bergamo,Italy,Small
10120,11/2/2017,49,50.62,12,248038,3045,Shipped,Vintage Cars,S50_1341,Melbourne,Australia,Small
10133,9/5/2016,27,50.19,7,135513,2987,Shipped,Vintage Cars,S50_1341,Madrid,Spain,Small
10143,3/9/2015,34,36.66,1,124644,2944,Shipped,Vintage Cars,S50_1341,New Bedford,USA,Small
10156,3/9/2015,20,41.02,1,82040,2886,Shipped,Vintage Cars,S50_1341,Madrid,Spain,Small
10168,5/8/2016,48,51.93,13,249264,2867,Shipped,Vintage Cars,S50_1341,Burlingame,USA,Small
10199,11/23/2017,29,38.4,1,111360,2834,Shipped,Vintage Cars,S50_1341,Burbank,USA,Small
10210,6/5/2017,43,41.02,11,176386,2793,Shipped,Vintage Cars,S50_1341,Osaka,Japan,Small
10223,6/13/2017,41,46.26,13,189666,2755,Shipped,Vintage Cars,S50_1341,Melbourne,Australia,Small
10235,1/11/2017,41,35.35,7,144935,2715,Shipped,Vintage Cars,S50_1341,Tsawassen,Canada,Small
10250,4/25/2015,36,51.93,8,186948,2677,Shipped,Vintage Cars,S50_1341,San Jose,USA,Small
10262,4/25/2015,49,37.97,3,186053,2634,Cancelled,Vintage Cars,S50_1341,Madrid,Spain,Small
10275,4/25/2015,38,45.39,13,172482,2606,Shipped,Vintage Cars,S50_1341,Nantes,France,Small
10284,11/6/2015,33,51.93,5,171369,2578,Shipped,Vintage Cars,S50_1341,Oslo,Norway,Small
10296,12/27/2017,26,48.44,1,125944,2554,Shipped,Vintage Cars,S50_1341,Munich,Germany,Small
10308,11/5/2015,47,43.64,11,205108,2525,Shipped,Vintage Cars,S50_1341,White Plains,USA,Small
10316,11/5/2015,34,47.57,3,161738,2509,Shipped,Vintage Cars,S50_1341,Cowes,UK,Small
10328,11/5/2015,34,51.93,7,176562,2499,Shipped,Vintage Cars,S50_1341,Bergamo,Italy,Small
10340,11/5/2015,40,50.62,4,202480,2488,Shipped,Vintage Cars,S50_1341,Barcelona,Spain,Small
10353,11/5/2015,40,82.21,8,328840,2479,Shipped,Vintage Cars,S50_1341,Glendale,USA,Medium
10361,11/18/2014,33,82.59,3,272547,2467,Shipped,Vintage Cars,S50_1341,Chatswood,Australia,Small
10375,11/18/2014,49,65.8,5,322420,2420,Shipped,Vintage Cars,S50_1341,Nantes,France,Medium
10388,1/21/2016,27,118.94,1,321138,2392,Shipped,Vintage Cars,S50_1341,New Bedford,USA,Medium
10398,9/22/2017,49,36.66,5,179634,2366,Shipped,Vintage Cars,S50_1341,Reims,France,Small
10401,9/22/2017,56,35.35,7,197960,2363,On Hold,Vintage Cars,S50_1341,Newark,USA,Small
10416,12/24/2016,37,51.93,8,192141,2327,Shipped,Vintage Cars,S50_1341,Reggio Emilia,Italy,Small
10104,8/8/2015,33,112.28,7,370524,3158,Shipped,Trucks and Buses,S50_1392,Madrid,Spain,Medium
10115,11/9/2017,27,105.33,3,284391,3096,Shipped,Trucks and Buses,S50_1392,NYC,USA,Small
10127,6/12/2017,46,134.27,9,617642,3037,Shipped,Trucks and Buses,S50_1392,NYC,USA,Medium
10141,6/12/2017,44,125.01,3,550044,2979,Shipped,Trucks and Buses,S50_1392,Espoo,Finland,Medium
10151,6/12/2017,26,123.85,1,322010,2929,Shipped,Trucks and Buses,S50_1392,Oulu,Finland,Medium
10165,6/12/2017,48,94.92,10,455616,2899,Shipped,Trucks and Buses,S50_1392,Singapore,Singapore,Medium
10176,6/12/2017,23,135.43,9,311489,2885,Shipped,Trucks and Buses,S50_1392,Reggio Emilia,Italy,Medium
10184,7/25/2017,45,109.96,4,494820,2878,Shipped,Trucks and Buses,S50_1392,Sevilla,Spain,Medium
10195,7/25/2017,49,105.33,4,516117,2868,Shipped,Trucks and Buses,S50_1392,White Plains,USA,Medium
10207,7/25/2017,28,94.92,5,265776,2855,Shipped,Trucks and Buses,S50_1392,Boston,USA,Small
10220,7/25/2017,37,107.65,9,398305,2791,Shipped,Trucks and Buses,S50_1392,Dublin,Ireland,Medium
10230,7/25/2017,34,116.91,7,397494,2761,Shipped,Trucks and Buses,S50_1392,Frankfurt,Germany,Medium
10246,7/25/2017,22,133.11,3,292842,2711,Shipped,Trucks and Buses,S50_1392,Madrid,Spain,Small
10259,12/26/2015,29,105.33,2,305457,2671,Shipped,Trucks and Buses,S50_1392,Singapore,Singapore,Medium
10271,3/24/2017,34,98.39,3,334526,2637,Shipped,Trucks and Buses,S50_1392,San Rafael,USA,Medium
10282,1/3/2016,38,113.44,12,431072,2607,Shipped,Trucks and Buses,S50_1392,San Rafael,USA,Medium
10292,1/3/2016,41,121.54,6,498314,2589,Shipped,Trucks and Buses,S50_1392,NYC,USA,Medium
10305,1/3/2016,42,109.96,3,461832,2555,Shipped,Trucks and Buses,S50_1392,Cambridge,USA,Medium
10314,1/3/2016,28,121.54,12,340312,2547,Shipped,Trucks and Buses,S50_1392,Aaarhus,Denmark,Medium
10325,9/19/2015,38,136.59,4,519042,2534,Shipped,Trucks and Buses,S50_1392,Stavern,Norway,Medium
10336,9/19/2015,23,136.59,8,314157,2520,Shipped,Trucks and Buses,S50_1392,Paris,France,Medium
10350,9/19/2015,31,71.4,8,221340,2509,Shipped,Trucks and Buses,S50_1392,Madrid,Spain,Small
10359,9/26/2017,46,106.45,2,489670,2497,Shipped,Trucks and Buses,S50_1392,Reims,France,Medium
10371,12/29/2015,48,56.55,10,271440,2459,Shipped,Trucks and Buses,S50_1392,San Rafael,USA,Small
10383,9/26/2016,29,106.45,13,308705,2430,Shipped,Trucks and Buses,S50_1392,Madrid,Spain,Medium
10395,9/26/2016,46,123.76,4,569296,2407,Shipped,Trucks and Buses,S50_1392,Paris,France,Medium
10412,3/25/2017,26,133.11,3,346086,2361,Shipped,Trucks and Buses,S50_1392,Madrid,Spain,Medium
10425,3/25/2017,18,105.33,2,189594,2334,In Process,Trucks and Buses,S50_1392,Nantes,France,Small
10104,10/4/2014,32,53.31,2,170592,3186,Shipped,Trains,S50_1514,Madrid,Spain,Small
10117,12/10/2017,21,49.21,11,103341,3112,Shipped,Trains,S50_1514,Singapore,Singapore,Small
10127,12/10/2017,46,69.12,4,317952,3065,Shipped,Trains,S50_1514,NYC,USA,Medium
10142,8/23/2014,42,49.79,14,209118,3000,Shipped,Trains,S50_1514,San Rafael,USA,Small
10153,8/23/2014,31,57.41,13,177971,2950,Shipped,Trains,S50_1514,Madrid,Spain,Small
10165,8/24/2014,38,66.78,5,253764,2927,Shipped,Trains,S50_1514,Singapore,Singapore,Small
10176,11/15/2016,38,64.44,4,244872,2913,Shipped,Trains,S50_1514,Reggio Emilia,Italy,Small
10185,1/3/2015,20,48.62,15,97240,2906,Shipped,Trains,S50_1514,New Bedford,USA,Small
10196,1/3/2015,46,62.09,7,285614,2895,Shipped,Trains,S50_1514,New Haven,USA,Small
10208,7/30/2014,30,65.61,15,196830,2859,Shipped,Trains,S50_1514,Lyon,France,Small
10220,2/28/2016,30,68.54,4,205620,2819,Shipped,Trains,S50_1514,Dublin,Ireland,Small
10230,3/18/2016,43,52.14,2,224202,2789,Shipped,Trains,S50_1514,Frankfurt,Germany,Small
10247,3/18/2016,49,63.85,4,312865,2739,Shipped,Trains,S50_1514,Espoo,Finland,Medium
10272,3/18/2016,43,56.82,4,244326,2664,Shipped,Trains,S50_1514,Allentown,USA,Small
10282,12/3/2017,37,66.78,7,247086,2634,Shipped,Trains,S50_1514,San Rafael,USA,Small
10292,12/3/2017,35,55.07,1,192745,2616,Shipped,Trains,S50_1514,NYC,USA,Small
10306,12/3/2017,34,60.34,15,205156,2581,Shipped,Trains,S50_1514,Manchester,UK,Small
10314,12/3/2017,38,61.51,7,233738,2574,Shipped,Trains,S50_1514,Aaarhus,Denmark,Small
10325,12/3/2017,44,134.84,7,593296,2561,Shipped,Trains,S50_1514,Stavern,Norway,Medium
10337,9/2/2015,21,109.37,6,229677,2546,Shipped,Trains,S50_1514,NYC,USA,Small
10350,9/2/2015,44,147.52,17,649088,2536,Shipped,Trains,S50_1514,Madrid,Spain,Medium
10359,9/2/2015,25,64.93,4,162325,2524,Shipped,Trains,S50_1514,Reims,France,Small
10372,9/2/2015,24,58.58,9,140592,2483,Shipped,Trains,S50_1514,Minato-ku,Japan,Small
10383,3/21/2014,38,60.06,10,228228,2457,Shipped,Trains,S50_1514,Madrid,Spain,Small
10395,3/21/2014,45,199.49,3,897705,2434,Shipped,Trains,S50_1514,Paris,France,Large
10413,3/21/2014,51,63.85,4,325635,2386,Shipped,Trains,S50_1514,Bridgewater,USA,Medium
10108,3/21/2014,34,82.99,14,282166,3181,Shipped,Motorcycles,S50_4713,Makati City,Philippines,Small
10121,3/21/2014,44,74.85,1,329340,3117,Shipped,Motorcycles,S50_4713,Reims,France,Medium
10135,4/20/2017,44,96,15,422400,3062,Shipped,Motorcycles,S50_4713,San Rafael,USA,Medium
10145,3/18/2016,38,81.36,2,309168,3009,Shipped,Motorcycles,S50_4713,Pasadena,USA,Medium
10169,3/18/2016,48,80.55,10,386640,2939,Shipped,Motorcycles,S50_4713,North Sydney,Australia,Medium
10180,3/18/2016,21,93.56,5,196476,2933,Shipped,Motorcycles,S50_4713,Lille,France,Small
10190,11/26/2014,40,66.72,2,266880,2926,Shipped,Motorcycles,S50_4713,Madrid,Spain,Small
10211,2/13/2017,40,80.55,10,322200,2870,Shipped,Motorcycles,S50_4713,Paris,France,Medium
10224,9/27/2016,50,77.29,3,386450,2834,Shipped,Motorcycles,S50_4713,Lille,France,Medium
10237,9/27/2016,20,68.34,3,136680,2792,Shipped,Motorcycles,S50_4713,NYC,USA,Small
10252,7/9/2017,48,72.41,7,347568,2742,Shipped,Motorcycles,S50_4713,Paris,France,Medium
10264,7/11/2016,47,89.5,5,420650,2708,Shipped,Motorcycles,S50_4713,Boston,USA,Medium
10276,7/11/2016,21,70.78,11,148638,2676,Shipped,Motorcycles,S50_4713,Brickhaven,USA,Small
10285,7/11/2016,39,78.92,2,307788,2652,Shipped,Motorcycles,S50_4713,Cambridge,USA,Medium
10299,7/11/2016,44,80.55,5,354420,2619,Shipped,Motorcycles,S50_4713,Helsinki,Finland,Medium
10309,1/30/2017,28,88.68,1,248304,2605,Shipped,Motorcycles,S50_4713,Stavern,Norway,Small
10319,8/21/2014,45,77.29,6,347805,2587,Shipped,Motorcycles,S50_4713,NYC,USA,Medium
10331,8/21/2014,20,182.89,5,365780,2574,Shipped,Motorcycles,S50_4713,Philadelphia,USA,Medium
10341,12/11/2015,38,123.22,3,468236,2568,Shipped,Motorcycles,S50_4713,Salzburg,Austria,Medium
10356,5/10/2016,26,151.45,4,393770,2554,Shipped,Motorcycles,S50_4713,Paris,France,Medium
10365,5/10/2016,44,113.28,2,498432,2526,Shipped,Motorcycles,S50_4713,New Bedford,USA,Medium
10375,5/10/2016,49,110.34,8,540666,2500,Shipped,Motorcycles,S50_4713,Nantes,France,Medium
10390,3/26/2017,22,158.69,13,349118,2471,Shipped,Motorcycles,S50_4713,San Rafael,USA,Medium
10403,3/26/2017,31,68.34,3,211854,2437,Shipped,Motorcycles,S50_4713,Liverpool,UK,Small
10105,3/26/2017,41,70.67,5,289747,3225,Shipped,Ships,S700_1138,Kobenhavn,Denmark,Small
10119,3/26/2017,25,76.67,14,191675,3150,Shipped,Ships,S700_1138,Salzburg,Austria,Small
10129,3/26/2017,31,60,5,186000,3106,Shipped,Ships,S700_1138,London,UK,Small
10142,12/15/2015,41,64,2,262400,3050,Shipped,Ships,S700_1138,San Rafael,USA,Small
10153,12/15/2015,43,64.67,1,278081,3000,Shipped,Ships,S700_1138,Madrid,Spain,Small
10167,12/10/2015,43,75.34,12,323962,2976,Cancelled,Ships,S700_1138,Boras,Sweden,Medium
10177,12/10/2015,24,76,3,182400,2962,Shipped,Ships,S700_1138,Madrid,Spain,Small
10185,12/10/2015,21,54,3,113400,2956,Shipped,Ships,S700_1138,New Bedford,USA,Small
10197,12/10/2015,23,64.67,9,148741,2945,Shipped,Ships,S700_1138,Barcelona,Spain,Small
10208,3/23/2016,38,74.67,3,283746,2909,Shipped,Ships,S700_1138,Lyon,France,Small
